Id,Title,UrlLink,Author,Keywords,CreatedAt,Hidden,PerformanceOnly
521,Dress Rehearsal for 'Moby-Dick': Behind the Scene TV,http://www.voiceofsandiego.org/arts/article_68ad2c84-5993-11e1-9ee7-001871e3ce6c.html,Voice of San Diego,NULL,2012-02-17 00:00:00.000,0,0
522,Behind The Scenes: ‘Moby-Dick’,http://www.kpbs.org/news/2012/feb/17/behind-scenes-moby-dick/,KPBS,NULL,2012-02-17 00:00:00.000,0,0
523,Dress Rehearsal for 'Moby-Dick': Behind the Scene TV,http://www.voiceofsandiego.org/arts/article_68ad2c84-5993-11e1-9ee7-001871e3ce6c.html,Voice of San Diego,NULL,2012-02-17 00:00:00.000,0,0
524,A Whale Of An Opera,http://www.kpbs.org/news/2012/feb/16/whale-opera/,KPBS,NULL,2012-02-16 00:00:00.000,0,0
525,World-famous tenor Heppner reprises Ahab role in SD Opera's 'Moby-Dick',http://www.nctimes.com/entertainment/arts-and-theatre/theatre/world-famous-tenor-heppner-reprises-ahab-role-in-sd-opera/article_1c32f7a5-8793-5f84-9d02-ae49998943a9.html,North County Times,NULL,2012-02-16 00:00:00.000,0,0
526,Dudes on a Ship: The 'Moby-Dick' Chorus,http://www.voiceofsandiego.org/arts/article_e6907474-5841-11e1-86d7-001871e3ce6c.html,Voice of San Diego,NULL,2012-02-16 00:00:00.000,0,0
527,Aboard Ahab’s Whaling Ship: Photos,http://www.voiceofsandiego.org/credentialed/article_863a0116-58ec-11e1-9d1c-001871e3ce6c.html,Voice of San Diego,NULL,2012-02-16 00:00:00.000,0,0
528,In the belly of San Diego Opera's 'Moby-Dick',http://www.sdcitybeat.com/sandiego/article-10206-in-the-belly-of-san-.html,San Diego City Beat,NULL,2012-02-16 00:00:00.000,0,0
529,A Whale Of An Opera,http://www.kpbs.org/news/2012/feb/16/whale-opera/,KPBS,NULL,2012-02-16 00:00:00.000,0,0
530,World-famous tenor Heppner reprises Ahab role in SD Opera's 'Moby-Dick',http://www.nctimes.com/entertainment/arts-and-theatre/theatre/world-famous-tenor-heppner-reprises-ahab-role-in-sd-opera/article_1c32f7a5-8793-5f84-9d02-ae49998943a9.html,North County Times,NULL,2012-02-16 00:00:00.000,0,0
531,Dudes on a Ship: The 'Moby-Dick' Chorus,http://www.voiceofsandiego.org/arts/article_e6907474-5841-11e1-86d7-001871e3ce6c.html,Voice of San Diego,NULL,2012-02-16 00:00:00.000,0,0
532,Aboard Ahab’s Whaling Ship: Photos,http://www.voiceofsandiego.org/credentialed/article_863a0116-58ec-11e1-9d1c-001871e3ce6c.html,Voice of San Diego,NULL,2012-02-16 00:00:00.000,0,0
533,In the belly of San Diego Opera's 'Moby-Dick',http://www.sdcitybeat.com/sandiego/article-10206-in-the-belly-of-san-.html,San Diego City Beat,NULL,2012-02-16 00:00:00.000,0,0
534,‘Moby-Dick’ director Leonard Foglia's favorite haircut,http://www.utsandiego.com/news/2012/feb/15/San-Diego-Opera-Moby-Dick-Foglia/,U-T San Diego,NULL,2012-02-15 00:00:00.000,0,0
535,San Diego Opera presents a whale-scale production,http://www.lajollalight.com/2012/02/15/san-diego-opera-presents-a-whale-scale-production/,La Jolla Light,NULL,2012-02-15 00:00:00.000,0,0
536,In the belly of San Diego Opera's 'Moby-Dick',http://www.sdcitybeat.com/sandiego/article-10206-in-the-belly-of-san-.html,San Diego City Beat,NULL,2012-02-15 00:00:00.000,0,0
537,‘Moby-Dick’ director Leonard Foglia's favorite haircut,http://www.utsandiego.com/news/2012/feb/15/San-Diego-Opera-Moby-Dick-Foglia/,U-T San Diego,NULL,2012-02-15 00:00:00.000,0,0
538,San Diego Opera presents a whale-scale production,http://www.lajollalight.com/2012/02/15/san-diego-opera-presents-a-whale-scale-production/,La Jolla Light,NULL,2012-02-15 00:00:00.000,0,0
539,In the belly of San Diego Opera's 'Moby-Dick',http://www.sdcitybeat.com/sandiego/article-10206-in-the-belly-of-san-.html,San Diego City Beat,NULL,2012-02-15 00:00:00.000,0,0
540,Getting 'Moby-Dick' opera up and sailing,"http://www.latimes.com/entertainment/news/la-et-moby-dick-20120214,0,7743681.story",Los Angeles Times,NULL,2012-02-14 00:00:00.000,0,0
541,Joseph Mechavich will conduct San Diego’s ‘Moby-Dick’,http://www.utsandiego.com/news/2012/feb/14/San-Diego-Opera-Moby-Dick/,U-T San Diego,NULL,2012-02-14 00:00:00.000,0,0
542,Getting 'Moby-Dick' opera up and sailing,"http://www.latimes.com/entertainment/news/la-et-moby-dick-20120214,0,7743681.story",Los Angeles Times,NULL,2012-02-14 00:00:00.000,0,0
543,Joseph Mechavich will conduct San Diego’s ‘Moby-Dick’,http://www.utsandiego.com/news/2012/feb/14/San-Diego-Opera-Moby-Dick/,U-T San Diego,NULL,2012-02-14 00:00:00.000,0,0
544,"Backstage at the Opera, a Soprano Flies",http://www.voiceofsandiego.org/arts/article_f29e1b68-56b1-11e1-94a9-0019bb2963f4.html,Voice of San Diego,NULL,2012-02-13 00:00:00.000,0,0
545,Pip as Shaman: San Diego Opera Moby Dick,http://www.sandiegoreader.com/weblogs/jam-session/2012/feb/13/pip-as-shaman-san-diego-opera-moby-dick-2-of-3/,San Diego Reader,NULL,2012-02-13 00:00:00.000,0,0
546,"Backstage at the Opera, a Soprano Flies",http://www.voiceofsandiego.org/arts/article_f29e1b68-56b1-11e1-94a9-0019bb2963f4.html,Voice of San Diego,NULL,2012-02-13 00:00:00.000,0,0
547,Pip as Shaman: San Diego Opera Moby Dick,http://www.sandiegoreader.com/weblogs/jam-session/2012/feb/13/pip-as-shaman-san-diego-opera-moby-dick-2-of-3/,San Diego Reader,NULL,2012-02-13 00:00:00.000,0,0
548,VALIANT VOYAGE VALIANT VOYAGE,http://www.utsandiego.com/news/2012/feb/12/tp-valiant-voyage-valiant-voyage/?page=1#article,U-T San Diego,NULL,2012-02-12 00:00:00.000,0,0
549,VALIANT VOYAGE VALIANT VOYAGE,http://www.utsandiego.com/news/2012/feb/12/tp-valiant-voyage-valiant-voyage/?page=1#article,U-T San Diego,NULL,2012-02-12 00:00:00.000,0,0
550,Breaking Traditions: Karen Keltner,http://www.operapulse.com/interviews/2012/02/10/overcoming-obstacles-as-a-female-conductor/,Opera Pulse,NULL,2012-02-10 00:00:00.000,0,0
551,Jake Heggie’s monumental rise,http://www.gay-sd.com/jake-heggie%E2%80%99s-monumental-rise/,Gay San Diego,NULL,2012-02-10 00:00:00.000,0,0
552,Breaking Traditions: Karen Keltner,http://www.operapulse.com/interviews/2012/02/10/overcoming-obstacles-as-a-female-conductor/,Opera Pulse,NULL,2012-02-10 00:00:00.000,0,0
553,Jake Heggie’s monumental rise,http://www.gay-sd.com/jake-heggie%E2%80%99s-monumental-rise/,Gay San Diego,NULL,2012-02-10 00:00:00.000,0,0
554,'Moby-Dick' brings seafaring action to the opera stage,http://www.sddt.com/Commentary/,The Daily Transcript,NULL,2012-02-09 00:00:00.000,0,0
555,Rehearsing Moby-Dick,http://www.utsandiego.com/photos/galleries/2012/feb/09/rehearsing-moby-dick/,U-T San Diego,NULL,2012-02-09 00:00:00.000,0,0
556,'Moby-Dick' brings seafaring action to the opera stage,http://www.sddt.com/Commentary/,The Daily Transcript,NULL,2012-02-09 00:00:00.000,0,0
557,Rehearsing Moby-Dick,http://www.utsandiego.com/photos/galleries/2012/feb/09/rehearsing-moby-dick/,U-T San Diego,NULL,2012-02-09 00:00:00.000,0,0
558,MOBY DICK’S COMPOSER JAKE HEGGIE,http://www.ragemonthly.com/2012/02/01/moby-dicks-composer-jake-heggie/,The Rage Monthly,NULL,2012-02-01 00:00:00.000,0,0
559,MOBY DICK’S COMPOSER JAKE HEGGIE,http://www.ragemonthly.com/2012/02/01/moby-dicks-composer-jake-heggie/,The Rage Monthly,NULL,2012-02-01 00:00:00.000,0,0
560,Video: Behind The Scenes At ‘Salome’,http://www.kpbs.org/news/2012/jan/27/video-behind-scenes-salome/,KPBS,NULL,2012-01-31 00:00:00.000,0,0
561,Kissing Severed Heads: Live-Tweeting Opera,http://www.voiceofsandiego.org/arts/article_1a703f70-492b-11e1-a266-0019bb2963f4.html,Voice of San Diego,NULL,2012-01-31 00:00:00.000,0,0
562,San Diego Opera’s ‘Salome’ a tale of two heads,http://m.utsandiego.com/news/2012/jan/31/San-Diego-Opera-Salome-head/,U-T San Diego,NULL,2012-01-31 00:00:00.000,0,0
563,Video: Behind The Scenes At ‘Salome’,http://www.kpbs.org/news/2012/jan/27/video-behind-scenes-salome/,KPBS,NULL,2012-01-31 00:00:00.000,0,0
564,Kissing Severed Heads: Live-Tweeting Opera,http://www.voiceofsandiego.org/arts/article_1a703f70-492b-11e1-a266-0019bb2963f4.html,Voice of San Diego,NULL,2012-01-31 00:00:00.000,0,0
565,San Diego Opera’s ‘Salome’ a tale of two heads,http://m.utsandiego.com/news/2012/jan/31/San-Diego-Opera-Salome-head/,U-T San Diego,NULL,2012-01-31 00:00:00.000,0,0
566,Lise Lindstrom is back for San Diego Opera's season-opening ‘Salome’,http://www.sandiegoreader.com/weblogs/jam-session/2012/jan/30/glorious-gulp-san-diego-opera-salome-4-of-4/,San Diego Reader,NULL,2012-01-30 00:00:00.000,0,0
567,San Diego Opera Gala 2012,http://ranchandcoast.com/CONNECT/31/GATHERINGS/3721/SAN-DIEGO-OPERA-GALA-2012/#.TycLjZVnn_w.twitter,Ranch and Coast,NULL,2012-01-30 00:00:00.000,0,0
568,"Style and Society, Opening Night Gala",http://www.utsandiego.com/photos/galleries/2012/jan/30/style-society/31279/#galleries,U-T San Diego,NULL,2012-01-30 00:00:00.000,0,0
569,Lise Lindstrom is back for San Diego Opera's season-opening ‘Salome’,http://www.sandiegoreader.com/weblogs/jam-session/2012/jan/30/glorious-gulp-san-diego-opera-salome-4-of-4/,San Diego Reader,NULL,2012-01-30 00:00:00.000,0,0
570,San Diego Opera Gala 2012,http://ranchandcoast.com/CONNECT/31/GATHERINGS/3721/SAN-DIEGO-OPERA-GALA-2012/#.TycLjZVnn_w.twitter,Ranch and Coast,NULL,2012-01-30 00:00:00.000,0,0
571,"Style and Society, Opening Night Gala",http://www.utsandiego.com/photos/galleries/2012/jan/30/style-society/31279/#galleries,U-T San Diego,NULL,2012-01-30 00:00:00.000,0,0
572,Weekend Preview: From Biblical Beheadings To Roller Skating In TJ,http://www.kpbs.org/news/2012/jan/26/weekend-preview-roller-skating-and-lunar-new-years/,KPBS,NULL,2012-01-26 00:00:00.000,0,0
573,"'Salome' star's secret: Have head, will travel",http://www.nctimes.com/entertainment/arts-and-theatre/theatre/salome-star-s-secret-have-head-will-travel/article_a3b30382-d5b5-5cc2-9e47-c17d44345499.html,North County Times,NULL,2012-01-26 00:00:00.000,0,0
574,Weekend Preview: From Biblical Beheadings To Roller Skating In TJ,http://www.kpbs.org/news/2012/jan/26/weekend-preview-roller-skating-and-lunar-new-years/,KPBS,NULL,2012-01-26 00:00:00.000,0,0
575,"'Salome' star's secret: Have head, will travel",http://www.nctimes.com/entertainment/arts-and-theatre/theatre/salome-star-s-secret-have-head-will-travel/article_a3b30382-d5b5-5cc2-9e47-c17d44345499.html,North County Times,NULL,2012-01-26 00:00:00.000,0,0
576,Lise Lindstrom is back for San Diego Opera's season-opening ‘Salome’,http://www.utsandiego.com/news/2012/jan/25/San-Diego-Opera-Lindstrom/,U-T San Diego,NULL,2012-01-25 00:00:00.000,0,0
577,"Salome, Hydrodynamica and A Meeting of the Minds",http://www.sdcitybeat.com/sandiego/article-10105-salome-hydrodynamica.html,San Diego City Beat,NULL,2012-01-25 00:00:00.000,0,0
578,Interview with Lise Lindstrom,http://www.operatoday.com/content/2012/01/interview_with_.php,Opera Today,NULL,2012-01-25 00:00:00.000,0,0
579,Lise Lindstrom is back for San Diego Opera's season-opening ‘Salome’,http://www.utsandiego.com/news/2012/jan/25/San-Diego-Opera-Lindstrom/,U-T San Diego,NULL,2012-01-25 00:00:00.000,0,0
580,"Salome, Hydrodynamica and A Meeting of the Minds",http://www.sdcitybeat.com/sandiego/article-10105-salome-hydrodynamica.html,San Diego City Beat,NULL,2012-01-25 00:00:00.000,0,0
581,Interview with Lise Lindstrom,http://www.operatoday.com/content/2012/01/interview_with_.php,Opera Today,NULL,2012-01-25 00:00:00.000,0,0
582,San Diego Opera Salome: Beef. It's What's for Dinner,http://www.sandiegoreader.com/weblogs/jam-session/2012/jan/24/san-diego-opera-salome-beef-its-whats-for-dinner-3/,San Diego Reader,NULL,2012-01-24 00:00:00.000,0,0
583,San Diego Opera Salome: Beef. It's What's for Dinner,http://www.sandiegoreader.com/weblogs/jam-session/2012/jan/24/san-diego-opera-salome-beef-its-whats-for-dinner-3/,San Diego Reader,NULL,2012-01-24 00:00:00.000,0,0
584,"Fatal attraction: A century after its controversial debut, the tragic tale of Salome and the power of her sexuality is still gripping",http://m.utsandiego.com/news/2012/jan/20/San-Diego-Opera-Salome/,U-T San Diego,NULL,2012-01-20 00:00:00.000,0,0
585,"Fatal attraction: A century after its controversial debut, the tragic tale of Salome and the power of her sexuality is still gripping",http://m.utsandiego.com/news/2012/jan/20/San-Diego-Opera-Salome/,U-T San Diego,NULL,2012-01-20 00:00:00.000,0,0
586,"S.D. to showcase powerful, sensuous opera that was originally banned in US",http://www.sddt.com/News/article.cfm?SourceCode=20120119tbi,The Daily Transcript,NULL,2012-01-19 00:00:00.000,0,0
587,Introduction To San Diego Opera Live,http://www.kpbs.org/news/2012/jan/19/introduction-san-diego-opera-live-2012-season/,KPBS,NULL,2012-01-19 00:00:00.000,0,0
588,Interview with Maestro Steuart Bedford,http://www.operapulse.com/interviews/2012/01/19/interview-with-maestro-steuart-bedford/,Opera Pulse,NULL,2012-01-19 00:00:00.000,0,0
589,"S.D. to showcase powerful, sensuous opera that was originally banned in US",http://www.sddt.com/News/article.cfm?SourceCode=20120119tbi,The Daily Transcript,NULL,2012-01-19 00:00:00.000,0,0
590,Introduction To San Diego Opera Live,http://www.kpbs.org/news/2012/jan/19/introduction-san-diego-opera-live-2012-season/,KPBS,NULL,2012-01-19 00:00:00.000,0,0
591,Interview with Maestro Steuart Bedford,http://www.operapulse.com/interviews/2012/01/19/interview-with-maestro-steuart-bedford/,Opera Pulse,NULL,2012-01-19 00:00:00.000,0,0
592,San Diego Opera Salome: Nude and Nuder,http://www.sandiegoreader.com/weblogs/jam-session/2012/jan/18/san-diego-opera-salome-nude-and-nuder-2-of-4/,San Diego Reader,NULL,2012-01-18 00:00:00.000,0,0
593,San Diego Opera Salome: Nude and Nuder,http://www.sandiegoreader.com/weblogs/jam-session/2012/jan/18/san-diego-opera-salome-nude-and-nuder-2-of-4/,San Diego Reader,NULL,2012-01-18 00:00:00.000,0,0
594,San Diego Opera: Heads Will Roll,http://www.sandiegoreader.com/weblogs/jam-session/2012/jan/17/san-diego-opera-heads-will-role-1-of-4/,San Diego Reader,NULL,2012-01-17 00:00:00.000,0,0
595,San Diego Opera: Heads Will Roll,http://www.sandiegoreader.com/weblogs/jam-session/2012/jan/17/san-diego-opera-heads-will-role-1-of-4/,San Diego Reader,NULL,2012-01-17 00:00:00.000,0,0
596,Fighting for a spor in 'Moby-Dick:' Behind the Secne,http://www.voiceofsandiego.org/arts/article_da32c6ba-22bc-11e1-8515-001871e3ce6c.html,Voice of San Diego,NULL,2011-12-09 00:00:00.000,0,0
597,New San Diego Opera season features women of action and compassion,http://www.sddt.com/News/article.cfm?SourceCode=20101209tbi,The Daily Transcript,NULL,2011-12-09 00:00:00.000,0,0
598,Fighting for a spor in 'Moby-Dick:' Behind the Secne,http://www.voiceofsandiego.org/arts/article_da32c6ba-22bc-11e1-8515-001871e3ce6c.html,Voice of San Diego,NULL,2011-12-09 00:00:00.000,0,0
599,New San Diego Opera season features women of action and compassion,http://www.sddt.com/News/article.cfm?SourceCode=20101209tbi,The Daily Transcript,NULL,2011-12-09 00:00:00.000,0,0
600,Where’s the tenor? Heppner replaces Morris (who replaces Lehman who replaced Heppner),http://www.signonsandiego.com/news/2011/oct/28/wheres-the-tenor-hepper-replaces-morris-who/,The San Diego Union-Tribune,NULL,2011-10-28 00:00:00.000,0,0
601,Where’s the tenor? Heppner replaces Morris (who replaces Lehman who replaced Heppner),http://www.signonsandiego.com/news/2011/oct/28/wheres-the-tenor-hepper-replaces-morris-who/,The San Diego Union-Tribune,NULL,2011-10-28 00:00:00.000,0,0
602,"'Moby-Dick,' Renee Fleming recital highlight San Diego Opera's 2012 season",http://www.skeedy.com/news/music/moby/moby-dick-renee-fleming-recital-highlight-san-diego-operas-2012-season/1768425/,North County Times,NULL,2011-05-15 00:00:00.000,0,0
603,San Diego Opera promises a whale of a season,http://www.signonsandiego.com/news/2011/may/15/San-Diego-Opera-2012-season/,The San Diego Union-Tribune,NULL,2011-05-15 00:00:00.000,0,0
604,"'Moby-Dick,' Renee Fleming recital highlight San Diego Opera's 2012 season",http://www.skeedy.com/news/music/moby/moby-dick-renee-fleming-recital-highlight-san-diego-operas-2012-season/1768425/,North County Times,NULL,2011-05-15 00:00:00.000,0,0
605,San Diego Opera promises a whale of a season,http://www.signonsandiego.com/news/2011/may/15/San-Diego-Opera-2012-season/,The San Diego Union-Tribune,NULL,2011-05-15 00:00:00.000,0,0
606,Stage director Sonja Frisell has an affinity for 'Carmen',http://www.signonsandiego.com/news/2011/may/12/in-a-mans-world/,The San Diego Union-Tribune,NULL,2011-05-12 00:00:00.000,0,0
607,Stage director Sonja Frisell has an affinity for 'Carmen',http://www.signonsandiego.com/news/2011/may/12/in-a-mans-world/,The San Diego Union-Tribune,NULL,2011-05-12 00:00:00.000,0,0
608,Georgian mezzo feels 'Carmen' in her soul,http://www.nctimes.com/entertainment/arts-and-theatre/theatre/article_f8a79137-e316-5b79-84ad-9f07829e020d.html,North county Times,NULL,2011-05-11 00:00:00.000,0,0
609,Georgian mezzo feels 'Carmen' in her soul,http://www.nctimes.com/entertainment/arts-and-theatre/theatre/article_f8a79137-e316-5b79-84ad-9f07829e020d.html,North county Times,NULL,2011-05-11 00:00:00.000,0,0
610,Dressing ‘Carmen’,http://www.signonsandiego.com/news/2011/may/07/carmen/,The San Diego Union-Tribune,NULL,2011-05-05 00:00:00.000,0,0
611,Dressing ‘Carmen’,http://www.signonsandiego.com/news/2011/may/07/carmen/,The San Diego Union-Tribune,NULL,2011-05-05 00:00:00.000,0,0
612,Countdown to Curtain: Start to Finish,http://www.voiceofsandiego.org/arts/article_98b9346e-6f6e-11e0-a7c4-001cc4c03286.html,Voice of San Diego,NULL,2011-04-25 00:00:00.000,0,0
613,Countdown to Curtain: Start to Finish,http://www.voiceofsandiego.org/arts/article_98b9346e-6f6e-11e0-a7c4-001cc4c03286.html,Voice of San Diego,NULL,2011-04-25 00:00:00.000,0,0
614,Married singers team up again for San Diego Opera's 'Faust',http://www.nctimes.com/entertainment/arts-and-theatre/theatre/article_bb5aebdb-c3e9-55a5-875b-52e5b7a27a38.html,North County Times,NULL,2011-04-20 00:00:00.000,0,0
615,Married singers team up again for San Diego Opera's 'Faust',http://www.nctimes.com/entertainment/arts-and-theatre/theatre/article_bb5aebdb-c3e9-55a5-875b-52e5b7a27a38.html,North County Times,NULL,2011-04-20 00:00:00.000,0,0
616,The Dow Divas,http://www.gbsan.com/Get-to-Know/the-dow-divas,Giving Back Magazine,NULL,2011-04-08 00:00:00.000,0,0
617,The Dow Divas,http://www.gbsan.com/Get-to-Know/the-dow-divas,Giving Back Magazine,NULL,2011-04-08 00:00:00.000,0,0
618,Young Viennese pair find love while the waltzes play on,http://www.sddt.com/Commentary/article.cfm?SourceCode=20110324tbk,San Diego Source | The Daily Transcript,NULL,2011-03-24 00:00:00.000,0,0
619,Young Viennese pair find love while the waltzes play on,http://www.sddt.com/Commentary/article.cfm?SourceCode=20110324tbk,San Diego Source | The Daily Transcript,NULL,2011-03-24 00:00:00.000,0,0
620,Opera singer returns to her musical roots to guest star with La Jolla Country Day’s Madrigals,http://www.lajollalight.com/2011/03/16/opera-singer-returns-to-her-musical-roots-to-guest-star-with-la-jolla-country-day%E2%80%99s-madrigals/,La Jolla Light,NULL,2011-03-16 00:00:00.000,0,0
621,Opera singer returns to her musical roots to guest star with La Jolla Country Day’s Madrigals,http://www.lajollalight.com/2011/03/16/opera-singer-returns-to-her-musical-roots-to-guest-star-with-la-jolla-country-day%E2%80%99s-madrigals/,La Jolla Light,NULL,2011-03-16 00:00:00.000,0,0
622,Soprano Anja Harteros cancels San Diego Opera appearance,http://www.signonsandiego.com/news/2011/mar/10/soprano-anja-harteros-cancels-san-diego-opera-appe/,The San Diego Union-Tribune,NULL,2011-03-10 00:00:00.000,0,0
623,Soprano Anja Harteros cancels San Diego Opera appearance,http://www.signonsandiego.com/news/2011/mar/10/soprano-anja-harteros-cancels-san-diego-opera-appe/,The San Diego Union-Tribune,NULL,2011-03-10 00:00:00.000,0,0
624,From LJ Country Day to SD Opera with a Long Layover in Germany,http://lajolla.patch.com/articles/from-lj-country-day-to-sd-opera-with-a-long-layover-in-germany,La Jolla Patch,NULL,2011-03-08 00:00:00.000,0,0
625,From LJ Country Day to SD Opera with a Long Layover in Germany,http://lajolla.patch.com/articles/from-lj-country-day-to-sd-opera-with-a-long-layover-in-germany,La Jolla Patch,NULL,2011-03-08 00:00:00.000,0,0
626,Opera Gala,http://www.gbsan.com/San-Diego-Events/san-diego-opera,Giving Back Magazine,NULL,2011-03-07 00:00:00.000,0,0
627,Opera Gala,http://www.gbsan.com/San-Diego-Events/san-diego-opera,Giving Back Magazine,NULL,2011-03-07 00:00:00.000,0,0
628,San Diego Opera Gala,http://www.sandiegomagazine.com/media/San-Diego-Magazine/March-2011/San-Diego-Opera-Gala/,San Diego Magazine,NULL,2011-03-01 00:00:00.000,0,0
629,San Diego Opera Gala,http://www.sandiegomagazine.com/media/San-Diego-Magazine/March-2011/San-Diego-Opera-Gala/,San Diego Magazine,NULL,2011-03-01 00:00:00.000,0,0
630,Operatic Educator,http://www.yumasun.com/sections/slideshow/?id=6310052,YumaSun.com,NULL,2011-02-14 00:00:00.000,0,0
631,Operatic Educator,http://www.yumasun.com/sections/slideshow/?id=6310052,YumaSun.com,NULL,2011-02-14 00:00:00.000,0,0
632,Los Angeles Opera faces a modern-day dilemma,"http://www.latimes.com/entertainment/news/music/la-ca-operas-20110213,0,7842539.story",Los Angeles Times,NULL,2011-02-13 00:00:00.000,0,0
633,Los Angeles Opera faces a modern-day dilemma,"http://www.latimes.com/entertainment/news/music/la-ca-operas-20110213,0,7842539.story",Los Angeles Times,NULL,2011-02-13 00:00:00.000,0,0
634,San Diego Opera books famed soprano Renée Fleming to kick off 2012 fund raising drive,http://www.signonsandiego.com/news/2011/feb/03/san-diego-opera-books-renee-fleming-to-kick-off-20/?utm_source=twitterfeed&utm_medium=twitter,The San Diego Union-Tribune,NULL,2011-02-03 00:00:00.000,0,0
635,San Diego Opera books famed soprano Renée Fleming to kick off 2012 fund raising drive,http://www.signonsandiego.com/news/2011/feb/03/san-diego-opera-books-renee-fleming-to-kick-off-20/?utm_source=twitterfeed&utm_medium=twitter,The San Diego Union-Tribune,NULL,2011-02-03 00:00:00.000,0,0
636,Opera Gets The David Hockney Treatment.,http://www.kpbs.org/news/2011/jan/29/opera-gets-david-hockney-treatment/,KPBS,NULL,2011-01-29 00:00:00.000,0,0
637,Opera Gets The David Hockney Treatment.,http://www.kpbs.org/news/2011/jan/29/opera-gets-david-hockney-treatment/,KPBS,NULL,2011-01-29 00:00:00.000,0,0
638,Photos of the Day: Opera Rehearsal,http://www.voiceofsandiego.org/credentialed/article_3289f43e-2a64-11e0-9b91-001cc4c002e0.html,voiceofsandiego.org,NULL,2011-01-27 00:00:00.000,0,0
639,Photos of the Day: Opera Rehearsal,http://www.voiceofsandiego.org/credentialed/article_3289f43e-2a64-11e0-9b91-001cc4c002e0.html,voiceofsandiego.org,NULL,2011-01-27 00:00:00.000,0,0
640,Overcoming the fear of opera,http://www.signonsandiego.com/news/2011/jan/22/opening-up-to-opera/,The San Diego Union-Tribune,NULL,2011-01-22 00:00:00.000,0,0
641,Overcoming the fear of opera,http://www.signonsandiego.com/news/2011/jan/22/opening-up-to-opera/,The San Diego Union-Tribune,NULL,2011-01-22 00:00:00.000,0,0
642,Opera Scene: Proud princess finds love despite her vow to reject all suitors,http://www.sddt.com/News/article.cfm?SourceCode=20110120tbj,San Diego Source,NULL,2011-01-20 00:00:00.000,0,0
643,San Diego’s latest opera season ripe with tradition and passion,http://sandiegonewsroom.com/news/index.php?option=com_content&view=article&id=43082:charlene-baldridge-writing-for-san-diego-uptown-news&catid=29:events&Itemid=67,San Diego News Room,NULL,2011-01-10 00:00:00.000,0,0
644,Der Rosenkavalier Cast Change - Baron Ochs,http://ariaserious.blogspot.com/2011/01/der-rosenkavalier-cast-change-baron.html,Aria Serious?,NULL,2011-01-10 00:00:00.000,0,0
645,Bringing Opera Down from High-Falutin' World,http://www.voiceofsandiego.org/arts/article_735435d4-1ab4-11e0-bd5d-001cc4c002e0.html,voiceofsandiego.org,NULL,2011-01-07 00:00:00.000,0,0
646,"San Diego Opera to offer the community six free lectures, many in La Jolla",http://lajollalight.com/2011/01/05/san-diego-opera-to-offer-the-community-six-free-lectures-many-in-la-jolla/,La Jolla Light,NULL,2011-01-05 00:00:00.000,0,0
647,San Diego Opera ready to launch 2011 season in spite of tough times,http://www.nctimes.com/entertainment/arts-and-theatre/theatre/article_dcb7ea91-256b-594b-a295-5744e44ed1ae.html,nctimes.com,NULL,2011-01-05 00:00:00.000,0,0
648,San Diego Civic Theatre: Turandot,http://www.gbsan.com/In-Focus-Arts/museum-of-contemporary-art-san-diego-la-jolla-milagros-an-evening-of-holiday-shopping,Giving Back Magazine,NULL,2011-01-01 00:00:00.000,0,0
649,San Diego Civic Theatre: Turandot,http://www.gbsan.com/In-Focus-Arts/museum-of-contemporary-art-san-diego-la-jolla-milagros-an-evening-of-holiday-shopping,Giving Back Magazine,NULL,2011-01-01 00:00:00.000,0,0
650,San Diego Opera unveils 46th International Season,http://www.examiner.com/theater-in-san-diego/san-diego-opera-unveils-46th-international-season,Examiner.com,NULL,2010-12-23 00:00:00.000,0,0
651,MARIA NOCKIN looks forward to San Diego Opera's 2011 season,http://www.mvdaily.com/2010/12/sandiego.htm,Music and Vision,NULL,2010-12-23 00:00:00.000,0,0
652,'Puccini’s ‘Turandot’ will open 2011 San Diego Opera season,http://lajollalight.com/2010/12/16/puccini%E2%80%99s-%E2%80%98turandot%E2%80%99-will-open-2011-san-diego-opera-season/,La Jolla Light,NULL,2010-12-16 00:00:00.000,0,0
653,New San Diego Opera season features women of action and compassion,http://www.sddt.com/Commentary/article.cfm?SourceCode=20101209tbi,San Diego Source | The Daily Transcript,NULL,2010-12-09 00:00:00.000,0,0
654,Opera Dinner,http://www.gbsan.com/San-Diego-Events/opera-dinner,Giving Back Magazine,NULL,2010-11-01 00:00:00.000,0,0
655,San Diego Opera: 2011 International Season,http://www.gbsan.com/In-Focus-Arts/san-diego-opera-2011-international-season,Giving Back Magazine,NULL,2010-10-01 00:00:00.000,0,0
656,"'Carmen,' 'Turandot' lead opera's 2011 season",http://www.nctimes.com/entertainment/arts-and-theatre/theatre/article_62a3feeb-de52-55f6-8d04-d455a9447cf8.html,North County Times,NULL,2010-04-28 00:00:00.000,0,0
657,Zandra Rhodes AIDA comes to San Diego Opera in 2013,http://www.signonsandiego.com/video/?bcpid=33836215001&bclid=46882334001&bctid=78122314001,The San Diego Union-Tribune,NULL,2010-04-27 00:00:00.000,0,0
658,Ilana Mysior: Gifted pianist also regarded as ‘phenomenal’ teacher,http://www.signonsandiego.com/news/2010/apr/27/gifted-pianist-also-regarded-as-phenomenal-teacher/,The San Diego Union-Tribune,NULL,2010-04-27 00:00:00.000,0,0
